patch_id,p
Ghana_1078550_0_0,0.07645084696387916
Ghana_1078550_0_32,0.07545695245317183
Ghana_1078550_0_64,0.07893352029357296
Ghana_1078550_0_96,0.07162041696590837
Ghana_1078550_0_128,0.07933291977598068
Ghana_1078550_0_160,0.08219540625433937
Ghana_1078550_0_192,0.08176217852712946
Ghana_1078550_0_224,0.07400528807697002
Ghana_1078550_0_256,0.07247328885646204
Ghana_1078550_0_288,0.08195895304787555
Ghana_1078550_0_320,0.0743811240370215
Ghana_1078550_0_352,0.07574076391691474
Ghana_1078550_0_384,0.07720063882012167
Ghana_1078550_0_416,0.07665575886058745
Ghana_1078550_0_448,0.07969733076370057
Ghana_1078550_0_480,0.08253998075547843
Ghana_1078550_32_0,0.07634418060824816
Ghana_1078550_32_32,0.08144101235541336
Ghana_1078550_32_64,0.07887106225229268
Ghana_1078550_32_96,0.0694753168904755
Ghana_1078550_32_128,0.07324973963601243
Ghana_1078550_32_160,0.07416962201440788
Ghana_1078550_32_192,0.08366319624279848
Ghana_1078550_32_224,0.07390425472377703
Ghana_1078550_32_256,0.07047199403325007
Ghana_1078550_32_288,0.07315966524492575
Ghana_1078550_32_320,0.08507093365340336
Ghana_1078550_32_352,0.0746040809072726
Ghana_1078550_32_384,0.07567507437836693
Ghana_1078550_32_416,0.09094878364075244
Ghana_1078550_32_448,0.0786614640908164
Ghana_1078550_32_480,0.08284221495514807
Ghana_1078550_64_0,0.07930375171582137
Ghana_1078550_64_32,0.0857888780989845
Ghana_1078550_64_64,0.08334896618836976
Ghana_1078550_64_96,0.06903662142065059
Ghana_1078550_64_128,0.07546770724623042
Ghana_1078550_64_160,0.09230290311345023
Ghana_1078550_64_192,0.08252951285225724
Ghana_1078550_64_224,0.08402324233393897
Ghana_1078550_64_256,0.08680436184582786
Ghana_1078550_64_288,0.07848349998841193
Ghana_1078550_64_320,0.07828177204795682
Ghana_1078550_64_352,0.07606210194063437
Ghana_1078550_64_384,0.08868855099073479
Ghana_1078550_64_416,0.07760583600751718
Ghana_1078550_64_448,0.07891274863840321
Ghana_1078550_64_480,0.07507070807938766
Ghana_1078550_96_0,0.0804171205372376
Ghana_1078550_96_32,0.08254623531416934
Ghana_1078550_96_64,0.08575946996522464
Ghana_1078550_96_96,0.0890058182903113
Ghana_1078550_96_128,0.08127291107803615
Ghana_1078550_96_160,0.10866252897122468
Ghana_1078550_96_192,0.09325639563966491
Ghana_1078550_96_224,0.08332405142674457
Ghana_1078550_96_256,0.08226571670660537
Ghana_1078550_96_288,0.06722544572564608
Ghana_1078550_96_320,0.07112119836949196
Ghana_1078550_96_352,0.07147194302385422
Ghana_1078550_96_384,0.08556383661037714
Ghana_1078550_96_416,0.07430549899499794
Ghana_1078550_96_448,0.0716069769702416
Ghana_1078550_96_480,0.07427998554851356
Ghana_1078550_128_0,0.08762331774841356
Ghana_1078550_128_32,0.08995103116420357
Ghana_1078550_128_64,0.09862940765446224
Ghana_1078550_128_96,0.1034313352784442
Ghana_1078550_128_128,0.11375269822527548
Ghana_1078550_128_160,0.11216168513446821
Ghana_1078550_128_192,0.1027807845021478
Ghana_1078550_128_224,0.08854111154225386
Ghana_1078550_128_256,0.08698330856560178
Ghana_1078550_128_288,0.09238148180164785
Ghana_1078550_128_320,0.08657866832716261
Ghana_1078550_128_352,0.08139536201352658
Ghana_1078550_128_384,0.08584759227431447
Ghana_1078550_128_416,0.08358737469224163
Ghana_1078550_128_448,0.07521369245435967
Ghana_1078550_128_480,0.07389132080836755
Ghana_1078550_160_0,0.08702166655783851
Ghana_1078550_160_32,0.10094697306798756
Ghana_1078550_160_64,0.10015579697758614
Ghana_1078550_160_96,0.10090858890239193
Ghana_1078550_160_128,0.10600033477265927
Ghana_1078550_160_160,0.10562458474032813
Ghana_1078550_160_192,0.10258185498877173
Ghana_1078550_160_224,0.09127929875036633
Ghana_1078550_160_256,0.08288240523420909
Ghana_1078550_160_288,0.07969134714988756
Ghana_1078550_160_320,0.07534393289881314
Ghana_1078550_160_352,0.07323842895700024
Ghana_1078550_160_384,0.08381459548921415
Ghana_1078550_160_416,0.06862766417872997
Ghana_1078550_160_448,0.08429857796975579
Ghana_1078550_160_480,0.07481254508636097
Ghana_1078550_192_0,0.08564464497692886
Ghana_1078550_192_32,0.08844522608556167
Ghana_1078550_192_64,0.08967498979710391
Ghana_1078550_192_96,0.10267690022067043
Ghana_1078550_192_128,0.10077019074223982
Ghana_1078550_192_160,0.07101816576976318
Ghana_1078550_192_192,0.09299090239983861
Ghana_1078550_192_224,0.09881263090633645
Ghana_1078550_192_256,0.10230707771552454
Ghana_1078550_192_288,0.09946799785390321
Ghana_1078550_192_320,0.08783681808038234
Ghana_1078550_192_352,0.093505352842826
Ghana_1078550_192_384,0.08609647908579811
Ghana_1078550_192_480,0.11371395191771534
Ghana_1078550_224_0,0.08447319574609824
Ghana_1078550_224_32,0.08117822689291748
Ghana_1078550_224_64,0.09279785189114931
Ghana_1078550_224_96,0.08485808312468299
Ghana_1078550_224_128,0.08976644582222108
Ghana_1078550_224_160,0.07576928557962083
Ghana_1078550_224_192,0.09571383986338404
Ghana_1078550_224_224,0.08571563027288463
Ghana_1078550_224_256,0.10068630457327471
Ghana_1078550_224_288,0.10447773905209827
Ghana_1078550_224_320,0.09153599113328677
Ghana_1078550_224_352,0.0844722712657645
Ghana_1078550_224_384,0.06866146717502929
Ghana_1078550_224_416,0.18806264990793073
Ghana_1078550_224_448,0.0832948431477972
Ghana_1078550_224_480,0.09867238562159267
Ghana_1078550_256_0,0.07955906402605831
Ghana_1078550_256_32,0.0943109653105056
Ghana_1078550_256_64,0.09441124831722703
Ghana_1078550_256_96,0.07665504965223888
Ghana_1078550_256_128,0.09338902264109918
Ghana_1078550_256_160,0.10544799101626014
Ghana_1078550_256_192,0.09922970748806988
Ghana_1078550_256_224,0.09500020455348082
Ghana_1078550_256_256,0.07096988817057182
Ghana_1078550_256_288,0.08901469259754448
Ghana_1078550_256_320,0.08350451675696538
Ghana_1078550_256_352,0.07041300120657465
Ghana_1078550_256_480,0.0698779807284409
Ghana_1078550_288_0,0.08047279968698007
Ghana_1078550_288_32,0.08433745046506419
Ghana_1078550_288_64,0.08628284970561202
